Date,Area,Sector_Number,Daily_Ridership,Weather,Vehicle_Availability,Delay_Minutes
2025-09-13,Sector 12,12,1798,Cloudy,1.0,4.5
2025-09-14,Sector 12,12,1617,Clear,1.8,5.0
2025-09-15,Sector 12,12,2083,Clear,7.7,2.2
2025-09-16,Sector 12,12,1776,Rain,1.0,4.4
2025-09-17,Sector 12,12,1746,Clear,1.0,4.6
2025-09-18,Sector 12,12,1698,Clear,2.1,2.4
2025-09-19,Sector 12,12,2076,Clear,1.0,4.5
2025-09-20,Sector 12,12,1710,Clear,1.0,1.7
2025-09-21,Sector 12,12,1586,Clear,5.0,4.7
2025-09-22,Sector 12,12,1960,Clear,1.9,1.3
2025-09-23,Sector 12,12,1900,Clear,1.1,3.0
2025-09-24,Sector 12,12,2037,Clear,2.5,0.7
2025-09-25,Sector 12,12,1661,Clear,5.6,4.7
2025-09-26,Sector 12,12,1798,Clear,13.1,1.5
2025-09-27,Sector 12,12,1573,Clear,1.0,3.3
2025-09-28,Sector 12,12,1411,Rain,1.0,10.9
2025-09-29,Sector 12,12,1940,Clear,1.2,1.5
2025-09-30,Sector 12,12,1798,Clear,7.6,4.3
2025-10-01,Sector 12,12,1906,Clear,2.0,3.7
2025-10-02,Sector 12,12,2079,Clear,1.0,4.3
2025-10-03,Sector 12,12,1790,Rain,1.0,8.1
2025-10-04,Sector 12,12,1578,Clear,8.2,3.6
2025-10-05,Sector 12,12,1636,Clear,1.0,2.6
2025-10-06,Sector 12,12,1934,Clear,3.6,4.4
2025-10-07,Sector 12,12,1768,Clear,4.2,3.8
2025-10-08,Sector 12,12,1761,Clear,9.1,5.1
2025-10-09,Sector 12,12,1942,Clear,1.0,1.4
2025-10-10,Sector 12,12,1870,Clear,1.0,3.9
2025-10-11,Sector 12,12,1407,Cloudy,2.4,5.4
2025-10-12,Sector 12,12,1495,Rain,1.0,7.4
2025-10-13,Sector 12,12,1991,Clear,1.0,4.2
2025-10-14,Sector 12,12,1874,Clear,6.2,4.4
2025-10-15,Sector 12,12,1750,Clear,2.7,2.5
2025-10-16,Sector 12,12,1814,Clear,1.0,4.1
2025-10-17,Sector 12,12,1834,Cloudy,1.0,3.4
2025-10-18,Sector 12,12,1707,Cloudy,1.9,6.1
2025-10-19,Sector 12,12,1484,Clear,1.0,4.2
2025-10-20,Sector 12,12,1745,Clear,4.2,5.9
2025-10-21,Sector 12,12,1864,Clear,14.5,4.9
2025-10-22,Sector 12,12,1825,Cloudy,1.0,8.7
2025-10-23,Sector 12,12,1898,Clear,9.4,4.8
2025-10-24,Sector 12,12,1706,Rain,1.0,8.7
2025-10-25,Sector 12,12,1671,Clear,1.0,2.7
2025-10-26,Sector 12,12,1751,Clear,1.3,3.1
2025-10-27,Sector 12,12,1892,Clear,1.0,6.2
2025-10-28,Sector 12,12,1855,Clear,4.0,4.9
2025-10-29,Sector 12,12,1831,Clear,2.8,1.4
2025-10-30,Sector 12,12,1753,Clear,1.1,6.6
2025-10-31,Sector 12,12,1835,Clear,1.0,5.9
2025-11-01,Sector 12,12,1774,Clear,1.0,2.4
2025-11-02,Sector 12,12,1627,Clear,6.0,2.6
2025-11-03,Sector 12,12,1751,Clear,1.0,3.9
2025-11-04,Sector 12,12,1794,Rain,1.0,8.9
2025-11-05,Sector 12,12,1869,Clear,5.6,6.1
2025-11-06,Sector 12,12,1809,Clear,1.0,5.0
2025-11-07,Sector 12,12,1902,Clear,1.0,3.7
2025-11-08,Sector 12,12,1702,Clear,1.0,3.0
2025-11-09,Sector 12,12,1742,Clear,10.0,0.1
2025-11-10,Sector 12,12,2005,Clear,1.0,2.5
2025-11-11,Sector 12,12,1961,Rain,1.0,10.3
2025-11-12,Sector 12,12,1756,Clear,1.0,4.8
2025-11-13,Sector 12,12,1760,Rain,1.0,8.8
2025-11-14,Sector 12,12,1850,Clear,1.0,4.0
2025-11-15,Sector 12,12,1606,Clear,6.1,2.6
2025-11-16,Sector 12,12,1534,Clear,1.0,1.0
2025-11-17,Sector 12,12,1814,Clear,1.0,5.0
2025-11-18,Sector 12,12,1812,Clear,1.0,0.3
2025-11-19,Sector 12,12,1792,Clear,3.7,4.5
2025-11-20,Sector 12,12,1831,Rain,1.0,11.6
2025-11-21,Sector 12,12,1992,Cloudy,1.0,3.3
2025-11-22,Sector 12,12,1684,Clear,1.0,3.7
2025-11-23,Sector 12,12,1928,Cloudy,7.4,4.0
2025-11-24,Sector 12,12,1889,Clear,2.6,1.8
2025-11-25,Sector 12,12,1841,Clear,1.0,1.3
2025-11-26,Sector 12,12,1874,Cloudy,3.0,4.0
2025-11-27,Sector 12,12,1902,Clear,2.8,4.7
2025-11-28,Sector 12,12,1923,Clear,3.9,4.0
2025-11-29,Sector 12,12,1895,Clear,4.7,2.6
2025-11-30,Sector 12,12,1584,Clear,1.0,4.9
2025-12-01,Sector 12,12,1972,Clear,4.3,4.0
2025-12-02,Sector 12,12,1904,Clear,6.2,5.6
2025-12-03,Sector 12,12,1716,Rain,1.0,10.4
2025-12-04,Sector 12,12,1967,Clear,7.5,3.1
2025-12-05,Sector 12,12,2022,Rain,1.0,10.0
2025-12-06,Sector 12,12,1592,Cloudy,3.2,4.4
2025-12-07,Sector 12,12,1684,Clear,1.0,2.1
2025-12-08,Sector 12,12,1707,Clear,1.0,3.4
2025-12-09,Sector 12,12,1758,Clear,1.0,4.1
2025-12-10,Sector 12,12,2006,Rain,1.0,8.6
2025-12-11,Sector 12,12,1846,Clear,8.3,3.5
2025-12-12,Sector 12,12,1779,Clear,1.0,4.4
2025-12-13,Sector 12,12,1719,Clear,4.4,1.4
2025-12-14,Sector 12,12,1640,Clear,1.0,4.9
2025-12-15,Sector 12,12,1852,Clear,9.2,4.2
2025-12-16,Sector 12,12,1983,Clear,1.0,3.6
2025-12-17,Sector 12,12,1781,Clear,3.7,7.0
2025-12-18,Sector 12,12,1810,Clear,1.0,3.6
2025-12-19,Sector 12,12,1925,Clear,5.4,1.6
2025-12-20,Sector 12,12,1809,Clear,1.8,0.0
2025-12-21,Sector 12,12,1840,Clear,4.8,5.4
2025-12-22,Sector 12,12,1843,Clear,1.0,2.8
2025-12-23,Sector 12,12,2015,Clear,4.4,4.2
2025-12-24,Sector 12,12,1833,Clear,2.9,6.0
2025-12-25,Sector 12,12,2114,Clear,1.0,5.8
2025-12-26,Sector 12,12,1799,Clear,1.0,3.6
2025-12-27,Sector 12,12,1859,Cloudy,5.9,6.0
2025-12-28,Sector 12,12,1649,Rain,1.0,7.7
2025-12-29,Sector 12,12,2140,Cloudy,2.6,5.7
2025-12-30,Sector 12,12,1990,Cloudy,6.8,4.7
2025-12-31,Sector 12,12,1820,Cloudy,3.9,3.8
2026-01-01,Sector 12,12,1875,Clear,7.9,3.3
2026-01-02,Sector 12,12,2016,Rain,1.0,7.7
2026-01-03,Sector 12,12,1842,Clear,2.6,3.3
2026-01-04,Sector 12,12,1723,Clear,13.1,3.0
2026-01-05,Sector 12,12,1942,Clear,5.2,6.1
2026-01-06,Sector 12,12,2020,Clear,1.0,4.6
2026-01-07,Sector 12,12,1955,Cloudy,1.5,5.5
2026-01-08,Sector 12,12,1804,Clear,1.0,4.0
2026-01-09,Sector 12,12,1857,Rain,1.0,10.4
2026-01-10,Sector 12,12,1766,Clear,7.3,0.5
2026-01-11,Sector 12,12,1872,Rain,1.0,7.1
2026-01-12,Sector 12,12,2122,Clear,3.7,4.5
2026-01-13,Sector 12,12,2034,Clear,1.0,1.6
2026-01-14,Sector 12,12,1983,Rain,1.0,10.5
2026-01-15,Sector 12,12,2034,Rain,1.0,10.5
2026-01-16,Sector 12,12,1884,Clear,3.9,2.9
2026-01-17,Sector 12,12,1736,Clear,1.2,3.4
2026-01-18,Sector 12,12,1666,Clear,3.9,3.5
2026-01-19,Sector 12,12,1827,Clear,10.7,7.1
2026-01-20,Sector 12,12,1998,Clear,6.3,5.3
2026-01-21,Sector 12,12,1983,Clear,1.4,3.5
2026-01-22,Sector 12,12,2039,Clear,1.0,3.0
2026-01-23,Sector 12,12,2025,Clear,1.0,5.8
2026-01-24,Sector 12,12,1789,Cloudy,1.0,6.8
2026-01-25,Sector 12,12,1824,Clear,1.0,4.0
2026-01-26,Sector 12,12,1967,Cloudy,1.0,6.8
2026-01-27,Sector 12,12,2017,Cloudy,2.3,5.1
2026-01-28,Sector 12,12,1897,Clear,6.6,1.3
2026-01-29,Sector 12,12,2015,Cloudy,1.0,5.1
2026-01-30,Sector 12,12,2049,Rain,1.0,6.8
2026-01-31,Sector 12,12,1702,Clear,5.5,1.7
2026-02-01,Sector 12,12,1781,Clear,4.9,5.5
2026-02-02,Sector 12,12,1915,Clear,4.4,3.7
2026-02-03,Sector 12,12,1927,Clear,6.8,1.1
2026-02-04,Sector 12,12,1864,Rain,1.0,8.9
2026-02-05,Sector 12,12,2121,Clear,1.0,3.2
2026-02-06,Sector 12,12,2101,Clear,3.8,2.2
2026-02-07,Sector 12,12,1841,Rain,2.1,11.0
2026-02-08,Sector 12,12,1996,Cloudy,1.0,4.5
2026-02-09,Sector 12,12,1971,Clear,5.5,0.1
2026-02-10,Sector 12,12,2316,Clear,10.3,4.5
2026-02-11,Sector 12,12,1970,Clear,1.0,2.6
2026-02-12,Sector 12,12,2022,Clear,1.0,4.9
2026-02-13,Sector 12,12,1954,Rain,1.0,9.4
2026-02-14,Sector 12,12,1833,Clear,1.0,1.5
2026-02-15,Sector 12,12,1883,Rain,1.0,8.9
2026-02-16,Sector 12,12,1988,Clear,1.0,1.7
2026-02-17,Sector 12,12,2191,Clear,1.0,3.7
2026-02-18,Sector 12,12,2028,Clear,1.9,4.5
2026-02-19,Sector 12,12,2033,Clear,1.0,4.3
2026-02-20,Sector 12,12,1908,Cloudy,7.0,6.7
2026-02-21,Sector 12,12,1846,Clear,1.0,3.3
2026-02-22,Sector 12,12,1788,Cloudy,1.0,6.5
2026-02-23,Sector 12,12,1943,Clear,4.6,4.9
2026-02-24,Sector 12,12,1926,Rain,5.3,7.4
2026-02-25,Sector 12,12,2296,Cloudy,1.0,2.7
2026-02-26,Sector 12,12,1983,Cloudy,4.6,5.8
2026-02-27,Sector 12,12,1856,Clear,1.0,4.4
2026-02-28,Sector 12,12,1734,Clear,1.0,4.1
2024-01-01,Sector 13,13,1843,Clear,1.0,4.5
2024-01-02,Sector 13,13,1910,Clear,1.3,4.5
2024-01-03,Sector 13,13,1912,Clear,9.4,1.8
2024-01-04,Sector 13,13,1927,Clear,5.9,6.0
2024-01-05,Sector 13,13,1786,Clear,5.5,0.0
2024-01-06,Sector 13,13,1687,Clear,1.0,2.1
2024-01-07,Sector 13,13,1557,Cloudy,1.0,7.6
2024-01-08,Sector 13,13,1794,Cloudy,1.0,7.1
2024-01-09,Sector 13,13,1763,Clear,5.5,4.1
2024-01-10,Sector 13,13,1736,Clear,6.5,4.7
2024-01-11,Sector 13,13,1981,Cloudy,4.2,3.1
2024-01-12,Sector 13,13,1942,Clear,1.0,4.0
2024-01-13,Sector 13,13,1767,Clear,1.0,2.1
2024-01-14,Sector 13,13,1668,Clear,10.7,6.1
2024-01-15,Sector 13,13,1956,Clear,5.4,4.2
2024-01-16,Sector 13,13,1684,Clear,6.9,3.3
2024-01-17,Sector 13,13,1969,Clear,1.9,5.6
2024-01-18,Sector 13,13,1896,Cloudy,3.9,5.6
2024-01-19,Sector 13,13,1947,Cloudy,1.0,5.3
2024-01-20,Sector 13,13,1714,Cloudy,3.0,7.4
2024-01-21,Sector 13,13,1568,Clear,2.0,3.1
2024-01-22,Sector 13,13,1722,Clear,2.1,2.8
2024-01-23,Sector 13,13,1808,Clear,2.5,1.2
2024-01-24,Sector 13,13,1948,Clear,1.0,2.6
2024-01-25,Sector 13,13,1963,Clear,1.0,3.0
2024-01-26,Sector 13,13,1742,Clear,7.1,2.8
2024-01-27,Sector 13,13,1578,Clear,5.0,1.6
2024-01-28,Sector 13,13,1607,Clear,4.7,4.5
2024-01-29,Sector 13,13,1856,Clear,1.0,3.9
2024-01-30,Sector 13,13,1749,Clear,1.0,3.4
2024-01-31,Sector 13,13,1744,Clear,7.0,1.1
2024-02-01,Sector 13,13,1810,Clear,1.0,1.7
2024-02-02,Sector 13,13,1910,Clear,1.0,3.1
2024-02-03,Sector 13,13,1567,Clear,1.0,0.6
2024-02-04,Sector 13,13,1683,Clear,4.9,3.1
2024-02-05,Sector 13,13,2019,Clear,1.0,4.6
2024-02-06,Sector 13,13,1765,Clear,7.4,6.0
2024-02-07,Sector 13,13,1885,Clear,3.1,2.6
2024-02-08,Sector 13,13,2020,Clear,4.0,2.0
2024-02-09,Sector 13,13,1865,Clear,4.5,6.1
2024-02-10,Sector 13,13,1642,Clear,8.5,3.0
2024-02-11,Sector 13,13,1831,Rain,1.0,8.3
2024-02-12,Sector 13,13,1881,Clear,7.0,4.1
2024-02-13,Sector 13,13,2035,Rain,1.0,8.2
2024-02-14,Sector 13,13,1963,Clear,1.0,2.3
2024-02-15,Sector 13,13,1881,Clear,1.0,2.2
2024-02-16,Sector 13,13,1971,Clear,4.6,4.3
2024-02-17,Sector 13,13,1748,Clear,1.0,3.0
2024-02-18,Sector 13,13,1825,Clear,2.0,4.5
2024-02-19,Sector 13,13,1863,Rain,1.0,9.6
2024-02-20,Sector 13,13,1928,Cloudy,2.4,7.2
2024-02-21,Sector 13,13,1918,Rain,1.0,8.4
2024-02-22,Sector 13,13,2002,Clear,3.8,1.1
2024-02-23,Sector 13,13,1816,Clear,1.0,2.7
2024-02-24,Sector 13,13,1831,Cloudy,5.3,1.6
2024-02-25,Sector 13,13,1772,Clear,1.0,2.2
2024-02-26,Sector 13,13,1788,Clear,1.0,4.0
2024-02-27,Sector 13,13,2062,Clear,5.1,5.5
2024-02-28,Sector 13,13,2174,Clear,4.8,2.5
2024-02-29,Sector 13,13,2042,Cloudy,2.9,5.7
2024-03-01,Sector 13,13,2088,Clear,1.0,1.8
2024-03-02,Sector 13,13,1737,Clear,1.0,3.2
2024-03-03,Sector 13,13,1549,Clear,7.9,3.9
2024-03-04,Sector 13,13,1737,Clear,2.5,4.3
2024-03-05,Sector 13,13,1965,Clear,4.9,3.5
2024-03-06,Sector 13,13,1874,Clear,1.0,1.5
2024-03-07,Sector 13,13,1840,Clear,2.3,4.7
2024-03-08,Sector 13,13,1933,Clear,1.0,1.4
2024-03-09,Sector 13,13,1800,Cloudy,1.0,5.4
2024-03-10,Sector 13,13,1577,Clear,5.9,4.9
2024-03-11,Sector 13,13,1894,Clear,1.0,2.6
2024-03-12,Sector 13,13,2106,Cloudy,9.2,4.0
2024-03-13,Sector 13,13,1827,Clear,1.0,2.8
2024-03-14,Sector 13,13,2038,Clear,1.0,5.7
2024-03-15,Sector 13,13,1892,Clear,1.1,6.7
2024-03-16,Sector 13,13,1797,Clear,11.1,4.9
2024-03-17,Sector 13,13,1857,Clear,1.5,5.9
2024-03-18,Sector 13,13,2026,Clear,4.9,3.9
2024-03-19,Sector 13,13,2045,Clear,1.0,7.0
2024-03-20,Sector 13,13,1823,Clear,1.0,2.3
2024-03-21,Sector 13,13,2068,Clear,2.6,3.2
2024-03-22,Sector 13,13,1856,Clear,1.0,3.8
2024-03-23,Sector 13,13,1769,Clear,1.0,1.4
2024-03-24,Sector 13,13,1769,Clear,1.0,4.4
2024-03-25,Sector 13,13,2001,Clear,4.4,0.0
2024-03-26,Sector 13,13,1986,Cloudy,1.0,8.5
2024-03-27,Sector 13,13,1858,Cloudy,3.2,6.1
2024-03-28,Sector 13,13,1804,Rain,1.0,9.3
2024-03-29,Sector 13,13,2044,Rain,1.0,8.3
2024-03-30,Sector 13,13,1763,Clear,5.2,3.3
2024-03-31,Sector 13,13,1867,Clear,1.0,3.0
2024-04-01,Sector 13,13,1946,Clear,1.0,2.1
2024-04-02,Sector 13,13,1799,Cloudy,1.0,3.7
2024-04-03,Sector 13,13,2055,Clear,1.0,4.9
2024-04-04,Sector 13,13,1911,Cloudy,1.0,6.3
2024-04-05,Sector 13,13,1988,Cloudy,1.0,3.4
2024-04-06,Sector 13,13,1674,Rain,1.0,10.6
2024-04-07,Sector 13,13,1921,Clear,5.9,3.1
2024-04-08,Sector 13,13,1856,Clear,3.3,4.0
2024-04-09,Sector 13,13,1914,Clear,1.0,2.7
2024-04-10,Sector 13,13,1962,Cloudy,1.0,2.7
2024-04-11,Sector 13,13,1832,Cloudy,3.2,4.4
2024-04-12,Sector 13,13,1986,Clear,9.9,2.7
2024-04-13,Sector 13,13,1917,Cloudy,1.0,8.5
2024-04-14,Sector 13,13,1690,Clear,2.3,2.7
2024-04-15,Sector 13,13,1992,Cloudy,1.0,4.6
2024-04-16,Sector 13,13,1652,Cloudy,1.4,7.1
2024-04-17,Sector 13,13,1945,Rain,1.0,11.5
2024-04-18,Sector 13,13,1915,Cloudy,4.3,4.9
2024-04-19,Sector 13,13,1860,Cloudy,1.5,4.6
2024-04-20,Sector 13,13,1858,Clear,11.6,3.8
2024-04-21,Sector 13,13,1705,Clear,2.2,3.8
2024-04-22,Sector 13,13,1928,Clear,5.7,3.9
2024-04-23,Sector 13,13,1906,Clear,1.0,3.4
2024-04-24,Sector 13,13,1739,Clear,3.6,4.3
2024-04-25,Sector 13,13,1824,Clear,4.8,2.7
2024-04-26,Sector 13,13,2049,Clear,9.8,5.5
2024-04-27,Sector 13,13,1510,Clear,1.0,4.1
2024-04-28,Sector 13,13,1654,Clear,1.0,3.8
2024-04-29,Sector 13,13,1901,Clear,2.6,4.6
2024-04-30,Sector 13,13,2132,Cloudy,1.0,7.4
2024-05-01,Sector 13,13,2026,Cloudy,3.9,3.2
2024-05-02,Sector 13,13,1882,Clear,2.2,2.9
2024-05-03,Sector 13,13,2082,Cloudy,2.3,0.7
2024-05-04,Sector 13,13,1653,Clear,1.0,1.3
2024-05-05,Sector 13,13,1842,Clear,2.0,4.2
2024-05-06,Sector 13,13,1792,Cloudy,3.0,6.0
2024-05-07,Sector 13,13,2054,Clear,4.3,3.3
2024-05-08,Sector 13,13,1894,Rain,1.0,10.5
2024-05-09,Sector 13,13,1826,Cloudy,3.9,5.4
2024-05-10,Sector 13,13,1913,Rain,1.0,9.3
2024-05-11,Sector 13,13,1758,Clear,1.4,5.9
2024-05-12,Sector 13,13,1674,Clear,1.0,3.1
2024-05-13,Sector 13,13,1993,Clear,4.8,3.2
2024-05-14,Sector 13,13,1869,Clear,1.0,1.8
2024-05-15,Sector 13,13,1999,Cloudy,1.0,4.7
2024-05-16,Sector 13,13,1978,Clear,6.8,0.0
2024-05-17,Sector 13,13,1923,Clear,3.6,3.1
2024-05-18,Sector 13,13,1674,Clear,4.4,2.1
2024-05-19,Sector 13,13,1737,Clear,1.5,4.0
2024-05-20,Sector 13,13,1986,Clear,4.7,4.9
2024-05-21,Sector 13,13,2149,Clear,1.0,4.1
2024-05-22,Sector 13,13,2026,Clear,4.3,3.0
2024-05-23,Sector 13,13,2029,Clear,1.0,4.6
2024-05-24,Sector 13,13,2256,Clear,6.6,4.3
2024-05-25,Sector 13,13,1770,Clear,6.3,4.0
2024-05-26,Sector 13,13,1765,Clear,1.2,4.5
2024-05-27,Sector 13,13,1995,Clear,1.0,5.7
2024-05-28,Sector 13,13,1809,Cloudy,2.8,4.7
2024-05-29,Sector 13,13,1869,Clear,1.0,4.0
2024-05-30,Sector 13,13,1861,Cloudy,1.0,4.8
2024-05-31,Sector 13,13,1984,Clear,7.1,6.9
2024-06-01,Sector 13,13,1687,Clear,1.4,3.0
2024-06-02,Sector 13,13,1720,Clear,3.5,3.6
2024-06-03,Sector 13,13,2028,Clear,1.0,2.5
2024-06-04,Sector 13,13,2003,Clear,4.5,4.2
2024-06-05,Sector 13,13,1891,Clear,8.6,3.7
2024-06-06,Sector 13,13,1835,Clear,3.6,2.1
2024-06-07,Sector 13,13,2028,Rain,1.0,6.5
2024-06-08,Sector 13,13,1781,Clear,1.0,2.5
2024-06-09,Sector 13,13,1522,Cloudy,9.3,6.6
2024-06-10,Sector 13,13,1868,Cloudy,1.0,4.5
2024-06-11,Sector 13,13,1918,Cloudy,1.0,4.4
2024-06-12,Sector 13,13,1983,Cloudy,1.0,2.7
2024-06-13,Sector 13,13,1996,Clear,5.2,3.1
2024-06-14,Sector 13,13,1927,Rain,1.0,10.0
2024-06-15,Sector 13,13,1751,Clear,1.0,6.8
2024-06-16,Sector 13,13,1694,Clear,4.6,4.4
2024-06-17,Sector 13,13,1820,Clear,1.6,3.5
2024-06-18,Sector 13,13,1863,Clear,6.8,0.8
2024-06-19,Sector 13,13,1892,Cloudy,1.0,3.6
2024-06-20,Sector 13,13,1885,Rain,1.0,8.6
2024-06-21,Sector 13,13,1683,Clear,10.2,1.0
2024-06-22,Sector 13,13,1635,Clear,1.0,2.5
2024-06-23,Sector 13,13,1683,Cloudy,1.0,4.5
2024-06-24,Sector 13,13,1852,Clear,10.2,4.3
2024-06-25,Sector 13,13,1855,Cloudy,1.0,3.3
2024-06-26,Sector 13,13,1933,Clear,1.8,4.3
2024-06-27,Sector 13,13,1762,Clear,1.0,5.5
2024-06-28,Sector 13,13,1701,Clear,7.2,2.4
2024-06-29,Sector 13,13,1631,Clear,1.6,0.7
2024-06-30,Sector 13,13,1750,Cloudy,1.0,6.3
2024-07-01,Sector 13,13,2055,Clear,1.0,3.5
2024-07-02,Sector 13,13,1956,Clear,2.7,3.3
2024-07-03,Sector 13,13,1711,Clear,3.9,3.4
2024-07-04,Sector 13,13,1844,Clear,7.4,2.8
2024-07-05,Sector 13,13,1895,Clear,1.0,1.9
2024-07-06,Sector 13,13,1678,Clear,1.0,3.8
2024-07-07,Sector 13,13,1716,Cloudy,7.6,3.7
2024-07-08,Sector 13,13,1764,Cloudy,1.0,4.4
2024-07-09,Sector 13,13,1869,Cloudy,3.0,3.9
2024-07-10,Sector 13,13,1906,Clear,1.2,2.9
2024-07-11,Sector 13,13,1948,Clear,1.3,3.9
2024-07-12,Sector 13,13,1771,Clear,5.9,3.8
2024-07-13,Sector 13,13,1612,Clear,1.3,3.9
2024-07-14,Sector 13,13,1355,Rain,1.0,9.2
2024-07-15,Sector 13,13,1786,Rain,1.0,6.1
2024-07-16,Sector 13,13,1795,Clear,1.0,6.6
2024-07-17,Sector 13,13,1741,Rain,1.0,8.5
2024-07-18,Sector 13,13,1867,Rain,1.0,9.1
2024-07-19,Sector 13,13,1842,Clear,4.7,3.0
2024-07-20,Sector 13,13,1395,Clear,7.3,5.3
2024-07-21,Sector 13,13,1662,Clear,1.0,5.4
2024-07-22,Sector 13,13,1744,Clear,6.3,4.6
2024-07-23,Sector 13,13,1895,Cloudy,4.1,4.1
2024-07-24,Sector 13,13,1703,Clear,3.1,3.3
2024-07-25,Sector 13,13,1844,Cloudy,1.6,4.5
2024-07-26,Sector 13,13,1808,Clear,1.7,4.0
2024-07-27,Sector 13,13,1663,Cloudy,1.0,6.2
2024-07-28,Sector 13,13,1643,Clear,5.4,5.1
2024-07-29,Sector 13,13,1808,Clear,3.7,2.6
2024-07-30,Sector 13,13,1668,Clear,3.6,5.2
2024-07-31,Sector 13,13,1673,Clear,7.5,2.4
2024-08-01,Sector 13,13,1769,Clear,1.0,5.2
2024-08-02,Sector 13,13,1830,Clear,1.4,3.5
2024-08-03,Sector 13,13,1556,Clear,1.0,5.5
2024-08-04,Sector 13,13,1689,Clear,4.4,1.8
2024-08-05,Sector 13,13,1797,Cloudy,1.0,3.6
2024-08-06,Sector 13,13,1722,Clear,3.2,3.8
2024-08-07,Sector 13,13,1795,Clear,1.0,4.8
2024-08-08,Sector 13,13,1848,Clear,3.1,3.7
2024-08-09,Sector 13,13,1858,Clear,3.4,3.0
2024-08-10,Sector 13,13,1818,Clear,1.9,4.9
2024-08-11,Sector 13,13,1541,Clear,1.5,9.2
2024-08-12,Sector 13,13,1812,Rain,1.0,9.3
2024-08-13,Sector 13,13,1865,Cloudy,6.2,5.4
2024-08-14,Sector 13,13,1815,Cloudy,1.0,5.4
2024-08-15,Sector 13,13,1763,Clear,9.4,3.5
2024-08-16,Sector 13,13,1648,Clear,1.4,3.6
2024-08-17,Sector 13,13,1552,Clear,8.5,4.2
2024-08-18,Sector 13,13,1490,Clear,2.9,3.3
2024-08-19,Sector 13,13,1626,Clear,5.8,2.9
2024-08-20,Sector 13,13,1726,Clear,1.0,1.2
2024-08-21,Sector 13,13,1698,Clear,1.0,4.9
2024-08-22,Sector 13,13,1874,Clear,7.8,4.9
2024-08-23,Sector 13,13,1875,Clear,8.6,6.1
2024-08-24,Sector 13,13,1504,Clear,1.0,4.6
2024-08-25,Sector 13,13,1573,Clear,9.6,1.7
2024-08-26,Sector 13,13,1606,Clear,1.0,4.6
2024-08-27,Sector 13,13,1753,Clear,2.4,3.1
2024-08-28,Sector 13,13,1849,Clear,1.0,2.9
2024-08-29,Sector 13,13,1894,Rain,1.0,7.2
2024-08-30,Sector 13,13,1727,Cloudy,5.6,4.5
2024-08-31,Sector 13,13,1710,Clear,1.0,3.4
2024-09-01,Sector 13,13,1432,Cloudy,1.4,5.4
2024-09-02,Sector 13,13,1668,Cloudy,1.0,6.1
2024-09-03,Sector 13,13,1879,Cloudy,1.0,5.8
2024-09-04,Sector 13,13,1982,Rain,1.0,8.6
2024-09-05,Sector 13,13,1854,Clear,2.6,0.8
2024-09-06,Sector 13,13,1796,Clear,3.2,0.8
2024-09-07,Sector 13,13,1356,Clear,1.0,5.0
2024-09-08,Sector 13,13,1374,Clear,7.3,2.7
2024-09-09,Sector 13,13,1813,Clear,1.0,2.9
2024-09-10,Sector 13,13,1760,Clear,6.3,4.7
2024-09-11,Sector 13,13,1679,Clear,2.0,3.0
2024-09-12,Sector 13,13,1805,Clear,6.1,3.5
2024-09-13,Sector 13,13,1810,Clear,9.7,3.6
2024-09-14,Sector 13,13,1693,Clear,1.8,0.0
2024-09-15,Sector 13,13,1605,Clear,10.2,4.1
2024-09-16,Sector 13,13,1930,Clear,5.1,2.6
2024-09-17,Sector 13,13,1798,Clear,3.6,1.9
2024-09-18,Sector 13,13,1784,Clear,1.0,4.8
2024-09-19,Sector 13,13,1912,Cloudy,1.0,6.2
2024-09-20,Sector 13,13,1691,Clear,4.0,2.7
2024-09-21,Sector 13,13,1893,Clear,1.3,3.9
2024-09-22,Sector 13,13,1630,Clear,4.1,4.5
2024-09-23,Sector 13,13,1837,Cloudy,1.8,8.1
2024-09-24,Sector 13,13,1853,Clear,1.0,2.1
2024-09-25,Sector 13,13,1999,Rain,1.0,6.4
2024-09-26,Sector 13,13,1882,Clear,7.9,3.4
2024-09-27,Sector 13,13,1623,Clear,1.0,4.5
2024-09-28,Sector 13,13,1741,Clear,1.0,1.3
2024-09-29,Sector 13,13,1552,Clear,1.0,5.8
2024-09-30,Sector 13,13,1808,Cloudy,3.6,4.7
2024-10-01,Sector 13,13,1658,Clear,1.0,3.2
2024-10-02,Sector 13,13,1854,Clear,1.0,3.7
2024-10-03,Sector 13,13,1727,Cloudy,1.0,3.6
2024-10-04,Sector 13,13,1808,Clear,4.7,1.7
2024-10-05,Sector 13,13,1560,Clear,1.0,1.6
2024-10-06,Sector 13,13,1799,Clear,4.4,4.1
2024-10-07,Sector 13,13,2013,Cloudy,1.8,7.3
2024-10-08,Sector 13,13,1804,Cloudy,1.2,3.3
2024-10-09,Sector 13,13,1806,Clear,1.0,6.1
2024-10-10,Sector 13,13,1759,Clear,1.0,4.3
2024-10-11,Sector 13,13,1919,Cloudy,5.0,4.2
2024-10-12,Sector 13,13,1557,Cloudy,3.2,4.8
2024-10-13,Sector 13,13,1548,Clear,3.8,4.0
2024-10-14,Sector 13,13,1907,Clear,3.9,4.0
2024-10-15,Sector 13,13,1744,Clear,5.4,4.1
2024-10-16,Sector 13,13,1798,Clear,1.0,1.2
